"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","cluster"
"52",0.00533757024856202,-0.292076685010093,0.968,0.797,1,"Dab2",2
"53",0.0204255265813464,-0.287244394274654,1,0.815,1,"Mgl2",2
"54",0.0240093702328714,-0.268959243584484,0.869,0.561,1,"Pdpn",2
"55",0.0342772212035498,0.609035001163675,0.566,0.331,1,"Il17a",2
"56",0.0419825568431624,-0.428705496586275,0.821,0.779,1,"Thbs1",2
"57",0.109412480834262,-0.478764243335731,0.459,0.31,1,"S100a9",2
"58",0.188485453335169,-0.320160195286841,0.999,0.731,1,"Igf1",2
"59",0.21167273442373,-0.306213687972908,0.991,0.946,1,"Cd14",2
"60",0.242318795911327,-0.40134969172264,0.489,0.263,1,"Slpi",2
"61",0.279964006313336,0.357599864597577,0.502,0.29,1,"Ifitm1",2
"62",0.304314510034012,-0.38216235825218,0.935,0.872,1,"Il1rn",2
"63",0.343093303585025,-0.311051341347746,0.994,0.788,1,"Pmp22",2
"64",0.35633974678485,-0.773205772464614,0.494,0.239,1,"S100a8",2
"65",0.515900095174037,-0.584862722273982,0.926,0.836,1,"Cxcl2",2
"66",0.541767330059861,0.60578932362952,0.524,0.34,1,"Il17f",2
"67",0.54713140729416,-0.575366574749693,0.849,0.767,1,"Ccl2",2
"68",0.569168866875913,-0.40442381594112,0.979,0.946,1,"Il1b",2
"69",0.612722973770217,-0.445599736306622,0.948,0.749,1,"Hmox1",2
"70",0.654287651490165,0.642695225045862,0.544,0.379,1,"Il22",2
"71",0.766222004003402,-0.689541726769893,0.86,0.77,1,"Ccl7",2
"72",0.829652052736718,0.329409166042295,0.556,0.334,1,"Ccl5",2
"73",0.847828989699032,-0.274598681857438,0.862,0.803,1,"Clec4e",2
"74",3.68278478135088e-13,-0.321535421770864,0.944,0.63,7.36556956270177e-10,"Calca",3
